PhysID,ITM_1,ITM_2,ITM_3,ITM_4,ITM_5,ITM_6,ITM_7
1144290081,GENDER_M,HYDROCODONE,SPCLTY_Cardiology,STATE_CA,TRAMADOL,,
1144291329,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Medical Oncology,STATE_PA,,
1144293010,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CO,,,
1144293093,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_GA,TRAMADOL,,
1144295312,GENDER_M,SPCLTY_Cardiology,STATE_NY,TRAMADOL,,,
1144295858,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_MD,TRAMADOL,
1144296245,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WY,TRAMADOL
1144303728,GENDER_M,SPCLTY_Family Practice,STATE_SC,TRAMADOL,,,
1144304205,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CO,TRAMADOL,
1144304841,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Hematology/Oncology,STATE_OH,,
1144305251,GENDER_F,OXYCODONE,SPCLTY_Family Practice,STATE_NY,,,
1144306671,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_CA,,,
1144314584,GENDER_F,SPCLTY_Nurse Practitioner,STATE_TX,TRAMADOL,,,
1144317157,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Neurosurgery,STATE_OH,TRAMADOL,
1144324690,GENDER_M,OXYCODONE,SPCLTY_Psychiatry,STATE_PR,TRAMADOL,,
1144327818,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_IL,TRAMADOL,,
1144330333,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_IL,,,
1144331398,FENTANYL,GENDER_F,SPCLTY_Dermatology,STATE_MI,,,
1144333055,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,,,
1144334749,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Practice,STATE_FL,TRAMADOL
1144336215,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_NY,,,
1144337627,GENDER_M,HYDROCODONE,SPCLTY_Infectious Disease,STATE_TX,,,
1144348798,GENDER_F,SPCLTY_Physician Assistant,STATE_TX,TRAMADOL,,,
1144350125,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Podiatry,STATE_IN,,
1144361593,GENDER_M,OXYCODONE,SPCLTY_Family Practice,STATE_NY,TRAMADOL,,
1144367913,GENDER_F,OXYCODONE,SPCLTY_Emergency Medicine,STATE_CT,,,
1144370974,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL
1144374281,GENDER_M,SPCLTY_Family Practice,STATE_AZ,TRAMADOL,,,
1144391046,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_CA,,,
1144391921,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_CT,TRAMADOL,
1144393752,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_CA,TRAMADOL,
1144395948,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TN,,,
1144397092,GENDER_M,HYDROCODONE,SPCLTY_Dermatology,STATE_CA,,,
1144398074,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL
1144399502,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WA,TRAMADOL
1144411653,GENDER_M,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_AZ,TRAMADOL,,
1144418104,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,,
1144422528,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_TX,TRAMADOL,,
1144425687,GENDER_M,HYDROCODONE,SPCLTY_Urology,STATE_CA,,,
1144429218,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NJ,TRAMADOL
1144433905,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_AL,TRAMADOL,,
1144434069,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TN,,,
1144435579,FENTANYL,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_MO,TRAMADOL,
1144437062,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_LA,TRAMADOL,
1144439555,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_AZ,TRAMADOL,
1144439894,GENDER_F,SPCLTY_Dentist,STATE_MO,TRAMADOL,,,
1144456575,GENDER_F,SPCLTY_Nurse Practitioner,STATE_FL,TRAMADOL,,,
1144478801,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_CA,TRAMADOL,,
1144480302,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physical Medicine and,STATE_TX,TRAMADOL,
1144481383,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_SC,,,
1144483215,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_ND,TRAMADOL,
1144488685,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,,,
1144489543,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_FL,,
1144497181,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_VA,,
1144503491,GENDER_M,SPCLTY_Physician Assistant,STATE_MI,TRAMADOL,,,
1144508177,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_NY,TRAMADOL,
1144525924,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_RI,TRAMADOL
1144528498,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,,
1144531088,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_MN,,,
1144532870,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_ME,,,
1144535576,GENDER_F,SPCLTY_Family Practice,STATE_GA,TRAMADOL,,,
1144540774,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_WA,TRAMADOL,
1144541822,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_SC,TRAMADOL,,
1144551300,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_NE,,,
1144573197,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_NC,TRAMADOL,
1144577768,GENDER_F,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_CT,,,
1144580820,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_TN,,
1144596602,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_TN,,
1144635301,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_NY,,,
1144656851,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_WI,,,
1144666322,GENDER_F,HYDROCODONE,SPCLTY_General Surgery,STATE_MI,,,
1144669367,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TX,,,
1154300903,GENDER_M,HYDROCODONE,SPCLTY_Thoracic Surgery,STATE_TX,,,
1154301968,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_VA,,,
1154307338,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_OK,,,
1154308211,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_CT,,,
1154309615,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_SC,TRAMADOL,
1154310662,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Surgery,STATE_MA,,
1154313005,FENTANYL,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,
1154316099,FENTANYL,GENDER_M,HYDROCODONE,SPCLTY_Orthopedic Surgery,STATE_CA,TRAMADOL,
1154319176,GENDER_M,HYDROCODONE,SPCLTY_Oral Surgery (dentist,STATE_OR,,,
1154320901,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OK,TRAMADOL,
1154322238,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Obstetrics/Gynecology,STATE_MD,,
1154322998,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,,
1154323871,GENDER_M,OXYCODONE,SPCLTY_Cardiology,STATE_FL,,,
1154325611,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_TX,,,
1154325777,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Pain Management,STATE_CA,TRAMADOL
1154329407,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,
1154330579,GENDER_M,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_PA,,,
1154332377,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_VT,TRAMADOL,
1154334571,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_NC,,,
1154340263,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_WA,,
1154344281,GENDER_M,HYDROCODONE,SPCLTY_Oral Surgery (dentist,STATE_CT,,,
1154344919,GENDER_M,HYDROCODONE,SPCLTY_Cardiology,STATE_CA,TRAMADOL,,
1154347235,GENDER_M,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL,,,
1154348142,GENDER_F,HYDROCODONE,SPCLTY_Nephrology,STATE_TX,TRAMADOL,,
1154348191,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_NE,TRAMADOL
1154354603,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_MS,,,
1154354769,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MI,TRAMADOL,
1154355253,GENDER_M,OXYCODONE,SPCLTY_Physical Medicine and,STATE_NY,,,
1154355477,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_MI,TRAMADOL,,
1154355659,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,,,
1154356418,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_MN,,
1154357671,GENDER_F,SPCLTY_Physician Assistant,STATE_CT,TRAMADOL,,,
1154361558,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,
1154361871,GENDER_M,HYDROCODONE,SPCLTY_Podiatry,STATE_CA,TRAMADOL,,
1154362911,GENDER_M,SPCLTY_Neurosurgery,STATE_TX,TRAMADOL,,,
1154363901,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IL,,,
1154365286,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NY,TRAMADOL,
1154367449,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_IN,,,
1154369932,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Cardiac Surgery,STATE_TN,,
1154371235,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_OH,,
1154372092,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_WI,TRAMADOL,
1154372225,GENDER_F,OXYCODONE,SPCLTY_Physician Assistant,STATE_MD,,,
1154373785,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Nephrology,STATE_NC,TRAMADOL,
1154380921,GENDER_F,HYDROCODONE,SPCLTY_Certified Clinical Nu,STATE_IN,TRAMADOL,,
1154382604,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_PA,TRAMADOL
1154382802,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Urology,STATE_AR,TRAMADOL,
1154382919,GENDER_M,HYDROCODONE,SPCLTY_Pulmonary Disease,STATE_MI,,,
1154383131,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_CO,TRAMADOL,
1154383438,GENDER_M,HYDROCODONE,SPCLTY_Ophthalmology,STATE_GA,,,
1154386886,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TN,,,
1154387033,FENTANYL,GENDER_F,OXYCODONE,SPCLTY_Hematology/Oncology,STATE_FL,,
1154387256,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL
1154388601,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,TRAMADOL,,
1154392447,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WI,TRAMADOL
1154393882,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_FL,,,
1154394591,GENDER_M,OXYCODONE,SPCLTY_Emergency Medicine,STATE_PA,TRAMADOL,,
1154396349,GENDER_M,OXYCODONE,SPCLTY_Emergency Medicine,STATE_CT,,,
1154397065,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_SC,TRAMADOL,,
1154404176,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_NC,TRAMADOL
1154407237,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,,,
1154409134,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TX,,,
1154422590,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_MS,,,
1154423267,GENDER_M,SPCLTY_Family Practice,STATE_FL,TRAMADOL,,,
1154423275,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TN,,,
1154429033,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_TN,TRAMADOL,
1154435279,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_GA,TRAMADOL,
1154438190,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_PA,,,
1154438364,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_WI,,,
1154447415,GENDER_M,HYDROCODONE,SPCLTY_Oral Surgery (dentist,STATE_TX,,,
1154471118,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Interventional Pain M,STATE_CA,
1154472579,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_PA,TRAMADOL
1154473833,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WA,TRAMADOL,
1154480671,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_PA,TRAMADOL,
1154485514,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_OR,,
1154492296,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_NY,,,
1154499531,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_FL,,,
1154500882,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_RI,,
1154509735,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Pain Management,STATE_IL,TRAMADOL
1154511707,GENDER_M,OXYCODONE,SPCLTY_Physician Assistant,STATE_PA,,,
1154515385,GENDER_F,HYDROCODONE,SPCLTY_Hand Surgery,STATE_CA,,,
1154518900,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_VA,TRAMADOL,
1154520104,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,,,
1154523231,FENTANYL,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,
1154532885,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_LA,,,
1154542512,GENDER_M,OXYCODONE,SPCLTY_Podiatry,STATE_FL,,,
1154546166,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Neurology,STATE_AR,TRAMADOL
1154551331,GENDER_F,OXYCODONE,SPCLTY_Internal Medicine,STATE_AZ,,,
1154551992,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,TRAMADOL
1154561702,GENDER_M,HYDROCODONE,SPCLTY_Orthopedic Surgery,STATE_TX,TRAMADOL,,
1154561884,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_CT,,
1154566016,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,,,
1154567709,GENDER_M,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_MD,TRAMADOL,,
1154571263,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_WA,,,
1154582252,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WA,TRAMADOL,
1154588820,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_GA,TRAMADOL,
1154589364,GENDER_M,HYDROCODONE,SPCLTY_Urology,STATE_MN,,,
1154592483,GENDER_F,HYDROCODONE,SPCLTY_Dentist,STATE_FL,,,
1154592756,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_CA,,,
1154597706,GENDER_M,SPCLTY_Internal Medicine,STATE_MA,TRAMADOL,,,
1154601318,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_OH,,,
1154617017,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MI,,
1154628113,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_OK,,,
1154642999,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,,
1154648921,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_MN,,
1154657716,GENDER_M,SPCLTY_Physical Medicine and,STATE_CA,TRAMADOL,,,
1154676948,GENDER_F,OXYCODONE,SPCLTY_Student in an Organiz,STATE_OH,,,
1154689016,GENDER_M,SPCLTY_Student in an Organiz,STATE_WV,TRAMADOL,,,
1154691228,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_MI,,,
1154697233,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_IL,TRAMADOL,,
1154753051,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_NJ,TRAMADOL,
1154753317,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_PA,,
1154757367,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_CA,,,
1154764975,GENDER_F,OXYCODONE,SPCLTY_Student in an Organiz,STATE_ME,,,
1164401071,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_NC,TRAMADOL,
1164403317,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IL,,,
1164404331,GENDER_M,HYDROCODONE,SPCLTY_Cardiology,STATE_MO,,,
1164404505,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Cardiology,STATE_VA,,
1164406849,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MN,TRAMADOL,
1164406922,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_NC,TRAMADOL,
1164410650,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_FL,TRAMADOL
1164414173,GENDER_M,SPCLTY_Emergency Medicine,STATE_IN,TRAMADOL,,,
1164414231,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physical Medicine and,STATE_MD,TRAMADOL,
1164415386,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_AZ,TRAMADOL
1164416087,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,,
1164417713,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_TN,TRAMADOL,
1164420527,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_FL,TRAMADOL
1164422002,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IN,,,
1164422507,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Otolaryngology,STATE_VA,,
1164423190,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_MD,TRAMADOL,,
1164426102,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_CO,TRAMADOL
1164426524,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Medical Oncology,STATE_WA,,
1164428421,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_KY,TRAMADOL,
1164429403,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_IA,,,
1164432001,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL,,
1164432597,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NV,TRAMADOL,
1164439238,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physical Medicine and,STATE_NC,
1164441457,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL
1164445227,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_CA,TRAMADOL,,
1164447660,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Medical Oncology,STATE_GA,TRAMADOL
1164449666,GENDER_M,HYDROCODONE,SPCLTY_Otolaryngology,STATE_TX,,,
1164460887,GENDER_M,HYDROCODONE,SPCLTY_Rheumatology,STATE_MI,TRAMADOL,,
1164460937,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_FL,TRAMADOL,,
1164461091,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Surgery,STATE_CT,,
1164463360,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_OH,TRAMADOL,,
1164465274,GENDER_F,HYDROCODONE,SPCLTY_Nephrology,STATE_TX,,,
1164466256,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_OR,TRAMADOL
1164468492,GENDER_M,OXYCODONE,SPCLTY_Emergency Medicine,STATE_FL,TRAMADOL,,
1164469011,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_NC,TRAMADOL,
1164470720,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_MS,,,
1164472833,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL,,
1164473179,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_VA,TRAMADOL,,
1164475851,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_KS,,,
1164476016,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_PA,TRAMADOL
1164476388,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_WI,TRAMADOL
1164478152,GENDER_M,OXYCODONE,SPCLTY_Otolaryngology,STATE_NJ,,,
1164478202,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_AZ,TRAMADOL
1164480455,GENDER_F,SPCLTY_Family Practice,STATE_NC,TRAMADOL,,,
1164482162,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_AR,,
1164488482,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_VA,TRAMADOL,,
1164489118,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MA,TRAMADOL,
1164489456,GENDER_M,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL,,,
1164489597,GENDER_M,HYDROCODONE,SPCLTY_Orthopedic Surgery,STATE_CO,TRAMADOL,,
1164489712,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL
1164492054,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NY,,
1164492500,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_MI,TRAMADOL,,
1164495222,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Interventional Radiol,STATE_MN,TRAMADOL,
1164495446,GENDER_M,HYDROCODONE,SPCLTY_Orthopedic Surgery,STATE_NY,,,
1164495800,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,,
1164496865,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IL,,,
1164498317,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Hematology/Oncology,STATE_MN,
1164503165,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MI,TRAMADOL,
1164503868,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL,,
1164504528,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MD,TRAMADOL,
1164507588,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physical Medicine and,STATE_FL,TRAMADOL,
1164509493,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TN,,,
1164509766,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MO,TRAMADOL
1164512844,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Infectious Disease,STATE_CO,TRAMADOL,
1164514436,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WA,TRAMADOL
1164514634,GENDER_F,HYDROCODONE,SPCLTY_Dentist,STATE_CA,,,
1164520037,GENDER_M,HYDROCODONE,SPCLTY_Neurosurgery,STATE_DE,TRAMADOL,,
1164521142,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_NV,TRAMADOL
1164522538,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_MO,,,
1164529178,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Oral Surgery (dentist,STATE_MT,,
1164531562,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,
1164534269,GENDER_F,HYDROCODONE,SPCLTY_Internal Medicine,STATE_VA,,,
1164534335,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_WI,TRAMADOL,
1164535753,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physical Medicine and,STATE_FL,TRAMADOL
1164538674,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_IA,TRAMADOL,
1164538914,GENDER_M,OXYCODONE,SPCLTY_General Surgery,STATE_TX,,,
1164540266,GENDER_M,HYDROCODONE,SPCLTY_Orthopaedic Surgery,STATE_CA,,,
1164542890,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_KS,,,
1164544045,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_AR,,,
1164548814,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_AZ,,,
