PhysID,ITM_1,ITM_2,ITM_3,ITM_4,ITM_5,ITM_6,ITM_7
1003002320,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_MS,,,
1003009630,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_NY,,
1003016270,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CT,TRAMADOL,
1003024894,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_OH,TRAMADOL,
1003037979,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_PA,,,
1003038332,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_OR,,,
1003042805,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_GA,TRAMADOL,,
1003043324,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,,
1003043480,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_FL,,,
1003043928,GENDER_F,OXYCODONE,SPCLTY_Emergency Medicine,STATE_PA,,,
1003049925,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_ID,TRAMADOL,,
1003053554,GENDER_M,SPCLTY_Physician Assistant,STATE_CO,TRAMADOL,,,
1003067059,GENDER_M,SPCLTY_Physician Assistant,STATE_SD,TRAMADOL,,,
1003073784,GENDER_F,OXYCODONE,SPCLTY_Internal Medicine,STATE_NY,,,
1003077058,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_FL,,,
1003079773,GENDER_M,HYDROCODONE,SPCLTY_Dermatology,STATE_SD,,,
1003083304,GENDER_F,OXYCODONE,SPCLTY_Emergency Medicine,STATE_NC,,,
1003087891,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,,,
1003088840,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_CO,,,
1003089905,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_WV,TRAMADOL,,
1003090986,GENDER_F,HYDROCODONE,SPCLTY_Infectious Disease,STATE_NH,TRAMADOL,,
1003096587,GENDER_M,SPCLTY_Internal Medicine,STATE_FL,TRAMADOL,,,
1003101411,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_MI,,,
1003101783,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_TX,,,
1003102625,GENDER_F,SPCLTY_Nurse Practitioner,STATE_FL,TRAMADOL,,,
1003110172,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_CO,,,
1003115486,GENDER_M,SPCLTY_Internal Medicine,STATE_MD,TRAMADOL,,,
1003130071,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_FL,TRAMADOL,,
1003145897,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_MD,,
1003157017,GENDER_M,SPCLTY_General Practice,STATE_FL,TRAMADOL,,,
1003179946,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_GA,TRAMADOL,,
1003182940,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_IL,TRAMADOL,,
1003232489,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_IL,TRAMADOL,,
1003242298,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_OH,,,
1003256991,GENDER_F,SPCLTY_Internal Medicine,STATE_NE,TRAMADOL,,,
1003801085,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MO,TRAMADOL
1003801366,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_NY,TRAMADOL,,
1003801788,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_TN,TRAMADOL
1003803461,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_AZ,,
1003804519,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_IL,TRAMADOL,,
1003804642,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MI,TRAMADOL
1003806159,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL
1003806514,GENDER_M,HYDROCODONE,SPCLTY_Obstetrics/Gynecology,STATE_IL,,,
1003807033,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OH,TRAMADOL,
1003808296,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_NY,,,
1003809542,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_NC,TRAMADOL,
1003809765,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,,
1003810540,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_AZ,TRAMADOL,
1003813114,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NC,TRAMADOL,
1003814518,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_GA,TRAMADOL,
1003814716,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Neurosurgery,STATE_GA,TRAMADOL,
1003815119,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_KS,TRAMADOL
1003815135,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_MO,,
1003815903,GENDER_M,SPCLTY_Cardiology,STATE_LA,TRAMADOL,,,
1003819657,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_FL,,,
1003824004,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_IN,,,
1003824582,GENDER_M,SPCLTY_Family Practice,STATE_NE,TRAMADOL,,,
1003824632,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,,
1003824731,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MN,TRAMADOL
1003825720,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_KS,TRAMADOL
1003830142,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_WI,TRAMADOL,
1003830530,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NC,TRAMADOL
1003835737,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Pulmonary Disease,STATE_PA,
1003836024,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_UT,,,
1003839200,GENDER_F,OXYCODONE,SPCLTY_Internal Medicine,STATE_MA,TRAMADOL,,
1003839820,GENDER_F,HYDROCODONE,SPCLTY_Hematology/Oncology,STATE_TX,TRAMADOL,,
1003841800,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,,
1003843590,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MA,TRAMADOL,
1003844507,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,
1003847179,GENDER_M,SPCLTY_General Practice,STATE_WA,TRAMADOL,,,
1003847310,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Urology,STATE_SC,,
1003847484,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Neurosurgery,STATE_NY,,
1003847625,GENDER_M,HYDROCODONE,SPCLTY_Oral Surgery (dentist,STATE_PA,,,
1003852070,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_OH,TRAMADOL,
1003856089,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,,
1003859331,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_NY,TRAMADOL,
1003863283,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,,,
1003863697,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Neurosurgery,STATE_WA,,
1003864042,GENDER_M,HYDROCODONE,SPCLTY_Podiatry,STATE_FL,,,
1003865601,GENDER_M,SPCLTY_Family Practice,STATE_NJ,TRAMADOL,,,
1003865775,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IL,,,
1003867037,FENTANYL,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_MT,TRAMADOL,
1003869819,GENDER_M,SPCLTY_Hospitalist,STATE_NC,TRAMADOL,,,
1003871443,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Nephrology,STATE_MO,TRAMADOL,
1003871997,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_SC,TRAMADOL,
1003872169,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL
1003875212,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_OK,TRAMADOL
1003877523,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_MD,TRAMADOL,
1003880873,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_NC,TRAMADOL
1003881947,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_NY,,,
1003882523,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NJ,TRAMADOL
1003882721,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Surgery,STATE_AL,,
1003884552,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,
1003887290,GENDER_F,HYDROCODONE,SPCLTY_Neurology,STATE_MI,,,
1003887936,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_OK,TRAMADOL
1003888355,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_PA,,
1003889411,FENTANYL,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_IL,TRAMADOL,
1003889726,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Gastroenterology,STATE_MA,TRAMADOL,
1003890179,GENDER_M,HYDROCODONE,SPCLTY_Plastic Surgery,STATE_MS,,,
1003890237,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_KY,,,
1003890948,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_PA,,,
1003891623,GENDER_M,SPCLTY_Rheumatology,STATE_NY,TRAMADOL,,,
1003893132,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CT,
1003893413,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Urology,STATE_OH,TRAMADOL,
1003894619,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_MI,TRAMADOL,,
1003898859,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_MS,TRAMADOL,,
1003902511,GENDER_F,HYDROCODONE,SPCLTY_Neurology,STATE_CA,TRAMADOL,,
1003905043,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_NM,,,
1003908054,GENDER_M,HYDROCODONE,SPCLTY_Psychiatry,STATE_MI,,,
1003908088,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TX,,,
1003910399,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_AL,,,
1003912783,GENDER_M,SPCLTY_Gastroenterology,STATE_KY,TRAMADOL,,,
1003913468,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_TX,TRAMADOL,,
1003914227,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Cardiology,STATE_CA,TRAMADOL,
1003916677,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_FL,TRAMADOL,
1003917147,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_CA,,,
1003920711,GENDER_F,SPCLTY_General Practice,STATE_PR,TRAMADOL,,,
1003921552,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,TRAMADOL
1003924093,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_SC,TRAMADOL
1003925249,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_OH,,,
1003928953,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_NY,TRAMADOL
1003936766,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_IL,TRAMADOL,
1003944646,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_ME,TRAMADOL,
1003947128,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Osteopathic Manipulat,STATE_TN,TRAMADOL,
1003947961,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,TRAMADOL,,
1003949504,GENDER_F,SPCLTY_Specialist,STATE_FL,TRAMADOL,,,
1003955709,GENDER_M,HYDROCODONE,SPCLTY_Surgical Oncology,STATE_CA,,,
1003961871,GENDER_M,OXYCODONE,SPCLTY_Dentist,STATE_FL,,,
1003963075,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_AR,,,
1003964156,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_IL,TRAMADOL,,
1003970856,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_WA,,
1003972183,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_WA,TRAMADOL,
1003973637,GENDER_M,SPCLTY_Internal Medicine,STATE_MD,TRAMADOL,,,
1003974643,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_CA,,,
1003975707,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_TN,TRAMADOL,
1003977414,GENDER_F,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,,,
1003977927,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_AZ,,,
1003982463,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopaedic Surgery,STATE_NY,,
1003984915,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_GA,TRAMADOL,,
1003986589,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_ME,,,
1003991779,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Rheumatology,STATE_CA,TRAMADOL,
1003991902,GENDER_M,HYDROCODONE,SPCLTY_Cardiology,STATE_TN,,,
1003992033,GENDER_M,SPCLTY_Family Practice,STATE_NY,TRAMADOL,,,
1003992140,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_ID,TRAMADOL,
1003992314,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TX,,,
1003992926,GENDER_M,OXYCODONE,SPCLTY_Physical Medicine and,STATE_NY,,,
1003994914,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL
1003994997,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_CA,
1003995234,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_AZ,,,
1003999459,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_LA,TRAMADOL,,
1013001759,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_NY,,,
1013003284,GENDER_F,HYDROCODONE,SPCLTY_Dentist,STATE_MO,,,
1013003342,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_NY,,,
1013004522,GENDER_M,HYDROCODONE,SPCLTY_General Surgery,STATE_AR,,,
1013005537,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MI,TRAMADOL,
1013008408,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_UT,,
1013011394,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_IL,TRAMADOL
1013017102,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_CA,TRAMADOL,,
1013019108,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_CO,,
1013020569,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Podiatry,STATE_WV,,
1013020700,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_TX,,,
1013023548,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_FL,TRAMADOL,,
1013040922,GENDER_F,SPCLTY_General Practice,STATE_PR,TRAMADOL,,,
1013043280,GENDER_F,HYDROCODONE,SPCLTY_Hematology/Oncology,STATE_CA,,,
1013043744,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,TRAMADOL,,
1013053669,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_CA,,,
1013059716,GENDER_M,OXYCODONE,SPCLTY_Interventional Pain M,STATE_NJ,TRAMADOL,,
1013062348,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_ME,TRAMADOL
1013064310,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Oral Surgery (dentist,STATE_AR,,
1013067602,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_MI,,,
1013069780,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_TX,TRAMADOL
1013070994,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_NY,,,
1013072461,GENDER_M,SPCLTY_Internal Medicine,STATE_AL,TRAMADOL,,,
1013073253,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IL,,,
1013076587,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_NC,,,
1013081322,GENDER_M,HYDROCODONE,SPCLTY_Thoracic Surgery,STATE_OH,,,
1013088947,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_KY,TRAMADOL,,
1013091941,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Pediatric Medicine,STATE_NY,
1013095660,GENDER_F,HYDROCODONE,SPCLTY_Hematology,STATE_CA,,,
1013098235,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_AL,,,
1013099399,GENDER_F,HYDROCODONE,SPCLTY_Neurology,STATE_TX,TRAMADOL,,
1013109461,GENDER_F,HYDROCODONE,SPCLTY_Infectious Disease,STATE_CA,,,
1013111681,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,,,
1013113844,GENDER_F,HYDROCODONE,SPCLTY_Dentist,STATE_OH,,,
1013126200,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_TX,,,
1013127737,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_MI,,
1013131119,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_WV,,,
1013134295,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MI,TRAMADOL,
1013140847,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_MO,,,
1013144955,GENDER_F,SPCLTY_Obstetrics/Gynecology,STATE_TX,TRAMADOL,,,
1013152016,GENDER_M,SPCLTY_Dentist,STATE_FL,TRAMADOL,,,
1013157353,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_CA,TRAMADOL,,
1013158922,GENDER_M,OXYCODONE,SPCLTY_Emergency Medicine,STATE_MA,,,
1013159581,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_MD,TRAMADOL,
1013166156,GENDER_M,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,TRAMADOL,,
1013168004,GENDER_M,HYDROCODONE,SPCLTY_Neurosurgery,STATE_VA,,,
1013185297,GENDER_M,SPCLTY_Physical Medicine and,STATE_PR,TRAMADOL,,,
1013197979,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_WI,,
1013198035,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,TRAMADOL
1013202738,GENDER_F,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,TRAMADOL,,
1013203058,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_WV,TRAMADOL,,
1013206051,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_MO,TRAMADOL,
1013220912,GENDER_F,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_OH,,,
1013223866,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_MI,,,
1013241132,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_WA,,,
1013257468,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_WA,,,
1013257914,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_PA,
1013267152,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_MS,TRAMADOL,
1013273853,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_KY,TRAMADOL,,
1013279462,GENDER_M,HYDROCODONE,SPCLTY_Dentist,STATE_GA,,,
1013281609,GENDER_M,HYDROCODONE,SPCLTY_Physician Assistant,STATE_AR,,,
1013284496,GENDER_M,SPCLTY_Family Practice,STATE_TX,TRAMADOL,,,
1013296326,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_CA,,
1013319854,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_WA,,,
1013357383,GENDER_M,OXYCODONE,SPCLTY_Podiatry,STATE_PA,,,
1013901453,GENDER_F,OXYCODONE,SPCLTY_Physician Assistant,STATE_CT,,,
1013905017,GENDER_M,HYDROCODONE,SPCLTY_Internal Medicine,STATE_CA,TRAMADOL,,
1013907419,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_IN,TRAMADOL
1013912039,GENDER_F,HYDROCODONE,SPCLTY_Nurse Practitioner,STATE_MD,TRAMADOL,,
1013912583,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_VA,TRAMADOL
1013914399,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_IA,TRAMADOL,
1013916634,GENDER_F,SPCLTY_Nurse Practitioner,STATE_TX,TRAMADOL,,,
1013919117,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Orthopedic Surgery,STATE_CO,TRAMADOL,
1013924695,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_GA,TRAMADOL,,
1013929769,GENDER_F,SPCLTY_Family Practice,STATE_NY,TRAMADOL,,,
1013929900,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_CA,,,
1013932003,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_GA,TRAMADOL
1013934017,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MN,TRAMADOL
1013935303,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,TRAMADOL,
1013942572,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_CA,,
1013942739,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_TN,,
1013947621,FENTANYL,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_CT,TRAMADOL
1013948892,GENDER_M,HYDROCODONE,SPCLTY_Orthopaedic Surgery,STATE_SC,,,
1013949551,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Hematology,STATE_MA,
1013952050,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_IN,TRAMADOL,,
1013952878,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_PA,,
1013954494,GENDER_F,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_FL,TRAMADOL,,
1013954742,GENDER_M,HYDROCODONE,SPCLTY_Dermatology,STATE_NC,TRAMADOL,,
1013956861,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Surgery,STATE_OH,,
1013957026,GENDER_M,HYDROCODONE,SPCLTY_Interventional Pain M,STATE_NV,,,
1013962299,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_FL,TRAMADOL,
1013962539,GENDER_M,HYDROCODONE,SPCLTY_Podiatry,STATE_TX,,,
1013962869,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_FL,TRAMADOL,
1013968478,GENDER_M,HYDROCODONE,SPCLTY_Family Practice,STATE_SC,TRAMADOL,,
1013970433,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Emergency Medicine,STATE_SC,TRAMADOL,
1013972660,GENDER_M,OXYCODONE,SPCLTY_Family Practice,STATE_PA,TRAMADOL,,
1013972959,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Plastic and Reconstru,STATE_GA,,
1013973858,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Physician Assistant,STATE_VT,TRAMADOL,
1013978287,GENDER_F,HYDROCODONE,SPCLTY_General Surgery,STATE_MD,,,
1013978626,GENDER_M,SPCLTY_Osteopathic Manipulat,STATE_PA,TRAMADOL,,,
1013979012,GENDER_M,HYDROCODONE,SPCLTY_Orthopedic Surgery,STATE_MD,,,
1013980531,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MI,TRAMADOL
1013985605,GENDER_F,OXYCODONE,SPCLTY_Internal Medicine,STATE_OH,,,
1013987064,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_General Surgery,STATE_MO,TRAMADOL,
1013992478,GENDER_F,HYDROCODONE,OXYCODONE,SPCLTY_Nurse Practitioner,STATE_PA,,
1013993005,GENDER_M,HYDROCODONE,SPCLTY_Otolaryngology,STATE_IL,,,
1013996701,GENDER_M,HYDROCODONE,SPCLTY_Orthopaedic Surgery,STATE_IL,,,
1013997683,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Family Practice,STATE_FL,TRAMADOL
1013998269,FENTANYL,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Anesthesiology,STATE_MA,
1023000833,GENDER_M,HYDROCODONE,SPCLTY_Podiatry,STATE_OH,TRAMADOL,,
1023000916,GENDER_M,OXYCODONE,SPCLTY_Emergency Medicine,STATE_NY,,,
1023002573,GENDER_M,OXYCODONE,SPCLTY_General Surgery,STATE_MO,,,
1023003407,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_TX,,,
1023005923,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Oral Surgery (dentist,STATE_CA,,
1023006772,GENDER_M,HYDROCODONE,OXYCODONE,SPCLTY_Internal Medicine,STATE_MA,TRAMADOL,
1023008216,GENDER_M,HYDROCODONE,SPCLTY_Emergency Medicine,STATE_MD,TRAMADOL,,
1023010717,GENDER_F,HYDROCODONE,SPCLTY_Physician Assistant,STATE_MT,,,
